product,timestamp,strategy_name,mid_price,sma5x20_signal,signal_shifted,position,entry_price,exit_price,pnl,cum_pnl,sma10x30_signal,sma15x30_signal,sma10x40_signal,sma15x40_signal,sma20x40_signal
KELP,800.0,sma20x40,2032.5,,0.0,0,,,,0.0,,,,,0.0
KELP,800.0,sma5x20,2032.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,800.0,sma10x30,9998.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,800.0,sma10x40,9998.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,800.0,sma15x30,9998.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,800.0,sma15x40,9998.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,800.0,sma20x40,9998.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,800.0,sma5x20,9998.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,800.0,sma10x30,1836.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,800.0,sma10x40,1836.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,800.0,sma15x30,1836.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,800.0,sma15x40,1836.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,800.0,sma20x40,1836.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,800.0,sma5x20,1836.5,0.0,0.0,0,,,,0.0,,,,,
KELP,900.0,sma10x30,2033.0,,0.0,0,,,,0.0,0.0,,,,
KELP,900.0,sma10x40,2033.0,,0.0,0,,,,0.0,,,0.0,,
KELP,900.0,sma15x30,2033.0,,0.0,0,,,,0.0,,0.0,,,
KELP,900.0,sma15x40,2033.0,,0.0,0,,,,0.0,,,,0.0,
KELP,900.0,sma20x40,2033.0,,0.0,0,,,,0.0,,,,,0.0
KELP,900.0,sma5x20,2033.0,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,900.0,sma10x30,9997.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,900.0,sma10x40,9997.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,900.0,sma15x30,9997.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,900.0,sma15x40,9997.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,900.0,sma20x40,9997.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,900.0,sma5x20,9997.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,900.0,sma10x30,1841.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,900.0,sma10x40,1841.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,900.0,sma15x30,1841.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,900.0,sma15x40,1841.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,900.0,sma20x40,1841.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,900.0,sma5x20,1841.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1000.0,sma10x30,2033.5,,0.0,0,,,,0.0,0.0,,,,
KELP,1000.0,sma10x40,2033.5,,0.0,0,,,,0.0,,,0.0,,
KELP,1000.0,sma15x30,2033.5,,0.0,0,,,,0.0,,0.0,,,
KELP,1000.0,sma15x40,2033.5,,0.0,0,,,,0.0,,,,0.0,
KELP,1000.0,sma20x40,2033.5,,0.0,0,,,,0.0,,,,,0.0
KELP,1000.0,sma5x20,2033.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1000.0,sma10x30,10000.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1000.0,sma10x40,10000.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1000.0,sma15x30,10000.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1000.0,sma15x40,10000.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1000.0,sma20x40,10000.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1000.0,sma5x20,10000.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1000.0,sma10x30,1842.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1000.0,sma10x40,1842.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1000.0,sma15x30,1842.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1000.0,sma15x40,1842.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1000.0,sma20x40,1842.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1000.0,sma5x20,1842.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1100.0,sma10x30,2033.5,,0.0,0,,,,0.0,0.0,,,,
KELP,1100.0,sma10x40,2033.5,,0.0,0,,,,0.0,,,0.0,,
KELP,1100.0,sma15x30,2033.5,,0.0,0,,,,0.0,,0.0,,,
KELP,1100.0,sma15x40,2033.5,,0.0,0,,,,0.0,,,,0.0,
KELP,1100.0,sma20x40,2033.5,,0.0,0,,,,0.0,,,,,0.0
KELP,1100.0,sma5x20,2033.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1100.0,sma10x30,9999.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1100.0,sma10x40,9999.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1100.0,sma15x30,9999.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1100.0,sma15x40,9999.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1100.0,sma20x40,9999.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1100.0,sma5x20,9999.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1100.0,sma10x30,1841.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1100.0,sma10x40,1841.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1100.0,sma15x30,1841.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1100.0,sma15x40,1841.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1100.0,sma20x40,1841.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1100.0,sma5x20,1841.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1200.0,sma10x30,2031.5,,0.0,0,,,,0.0,0.0,,,,
KELP,1200.0,sma10x40,2031.5,,0.0,0,,,,0.0,,,0.0,,
KELP,1200.0,sma15x30,2031.5,,0.0,0,,,,0.0,,0.0,,,
KELP,1200.0,sma15x40,2031.5,,0.0,0,,,,0.0,,,,0.0,
KELP,1200.0,sma20x40,2031.5,,0.0,0,,,,0.0,,,,,0.0
KELP,1200.0,sma5x20,2031.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1200.0,sma10x30,10000.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1200.0,sma10x40,10000.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1200.0,sma15x30,10000.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1200.0,sma15x40,10000.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1200.0,sma20x40,10000.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1200.0,sma5x20,10000.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1200.0,sma10x30,1840.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1200.0,sma10x40,1840.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1200.0,sma15x30,1840.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1200.0,sma15x40,1840.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1200.0,sma20x40,1840.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1200.0,sma5x20,1840.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1300.0,sma10x30,2033.0,,0.0,0,,,,0.0,0.0,,,,
KELP,1300.0,sma10x40,2033.0,,0.0,0,,,,0.0,,,0.0,,
KELP,1300.0,sma15x30,2033.0,,0.0,0,,,,0.0,,0.0,,,
KELP,1300.0,sma15x40,2033.0,,0.0,0,,,,0.0,,,,0.0,
KELP,1300.0,sma20x40,2033.0,,0.0,0,,,,0.0,,,,,0.0
KELP,1300.0,sma5x20,2033.0,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1300.0,sma10x30,10003.5,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1300.0,sma10x40,10003.5,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1300.0,sma15x30,10003.5,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1300.0,sma15x40,10003.5,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1300.0,sma20x40,10003.5,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1300.0,sma5x20,10003.5,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1300.0,sma10x30,1841.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1300.0,sma10x40,1841.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1300.0,sma15x30,1841.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1300.0,sma15x40,1841.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1300.0,sma20x40,1841.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1300.0,sma5x20,1841.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1400.0,sma10x30,2032.0,,0.0,0,,,,0.0,0.0,,,,
KELP,1400.0,sma10x40,2032.0,,0.0,0,,,,0.0,,,0.0,,
KELP,1400.0,sma15x30,2032.0,,0.0,0,,,,0.0,,0.0,,,
KELP,1400.0,sma15x40,2032.0,,0.0,0,,,,0.0,,,,0.0,
KELP,1400.0,sma20x40,2032.0,,0.0,0,,,,0.0,,,,,0.0
KELP,1400.0,sma5x20,2032.0,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1400.0,sma10x30,9997.5,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1400.0,sma10x40,9997.5,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1400.0,sma15x30,9997.5,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1400.0,sma15x40,9997.5,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1400.0,sma20x40,9997.5,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1400.0,sma5x20,9997.5,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1400.0,sma10x30,1841.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1400.0,sma10x40,1841.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1400.0,sma15x30,1841.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1400.0,sma15x40,1841.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1400.0,sma20x40,1841.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1400.0,sma5x20,1841.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1500.0,sma10x30,2034.5,,0.0,0,,,,0.0,0.0,,,,
KELP,1500.0,sma10x40,2034.5,,0.0,0,,,,0.0,,,0.0,,
KELP,1500.0,sma15x30,2034.5,,0.0,0,,,,0.0,,0.0,,,
KELP,1500.0,sma15x40,2034.5,,0.0,0,,,,0.0,,,,0.0,
KELP,1500.0,sma20x40,2034.5,,0.0,0,,,,0.0,,,,,0.0
KELP,1500.0,sma5x20,2034.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1500.0,sma10x30,9997.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1500.0,sma10x40,9997.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1500.0,sma15x30,9997.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1500.0,sma15x40,9997.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1500.0,sma20x40,9997.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1500.0,sma5x20,9997.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1500.0,sma10x30,1844.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1500.0,sma10x40,1844.5,,0.0,0,,,,0.0,,,0.0,,
SQUID_INK,1500.0,sma15x30,1844.5,,0.0,0,,,,0.0,,0.0,,,
SQUID_INK,1500.0,sma15x40,1844.5,,0.0,0,,,,0.0,,,,0.0,
SQUID_INK,1500.0,sma20x40,1844.5,,0.0,0,,,,0.0,,,,,0.0
SQUID_INK,1500.0,sma5x20,1844.5,0.0,0.0,0,,,,0.0,,,,,
KELP,1600.0,sma10x30,2033.5,,0.0,0,,,,0.0,0.0,,,,
KELP,1600.0,sma10x40,2033.5,,0.0,0,,,,0.0,,,0.0,,
KELP,1600.0,sma15x30,2033.5,,0.0,0,,,,0.0,,0.0,,,
KELP,1600.0,sma15x40,2033.5,,0.0,0,,,,0.0,,,,0.0,
KELP,1600.0,sma20x40,2033.5,,0.0,0,,,,0.0,,,,,0.0
KELP,1600.0,sma5x20,2033.5,0.0,0.0,0,,,,0.0,,,,,
RAINFOREST_RESIN,1600.0,sma10x30,10000.0,,0.0,0,,,,0.0,0.0,,,,
RAINFOREST_RESIN,1600.0,sma10x40,10000.0,,0.0,0,,,,0.0,,,0.0,,
RAINFOREST_RESIN,1600.0,sma15x30,10000.0,,0.0,0,,,,0.0,,0.0,,,
RAINFOREST_RESIN,1600.0,sma15x40,10000.0,,0.0,0,,,,0.0,,,,0.0,
RAINFOREST_RESIN,1600.0,sma20x40,10000.0,,0.0,0,,,,0.0,,,,,0.0
RAINFOREST_RESIN,1600.0,sma5x20,10000.0,0.0,0.0,0,,,,0.0,,,,,
SQUID_INK,1600.0,sma10x30,1845.5,,0.0,0,,,,0.0,0.0,,,,
SQUID_INK,1600.0,sma10x40,1845.5,,0.0,0,,,,0.0,,,0.0,,
