product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price
RAINFOREST_RESIN,600.0,"[10000.0, 9995.0, nan, nan]","[5.0, 25.0, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",10000.0,5.0,10005.0,-25.0,-25.0,30.0,55.0,10002.5,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.025
KELP,700.0,"[2025.0, 2024.0, nan, nan]","[2.0, 23.0, nan, nan]","[2028.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2025.0,2.0,2028.0,-23.0,-23.0,25.0,48.0,2026.5,2025.9583333333333,-50.0,50.0,-1.0,,,,,,,,,2026.4475101357307
RAINFOREST_RESIN,700.0,"[9995.0, nan, nan, nan]","[23.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9995.0,23.0,10005.0,-23.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.025
KELP,800.0,"[2024.0, 2023.0, nan, nan]","[1.0, 29.0, nan, nan]","[2027.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2024.0,1.0,2027.0,-30.0,-30.0,30.0,60.0,2025.5,2025.0166666666667,-50.0,50.0,-1.0,,,,,,,,,2026.0572950819671
RAINFOREST_RESIN,800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.025
KELP,900.0,"[2024.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2024.0,23.0,2027.0,-23.0,-23.0,23.0,46.0,2025.5,2025.5,-50.0,50.0,-1.0,,,,,,,,,2025.857295081967
RAINFOREST_RESIN,900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.025
KELP,1000.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2026.0, 2027.0, nan, nan]","[-6.0, -26.0, nan, nan]",2024.0,26.0,2026.0,-6.0,-32.0,26.0,58.0,2025.0,2025.551724137931,-50.0,50.0,-1.0,,,,,,,,,2025.6676399095534
RAINFOREST_RESIN,1000.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.0
KELP,1100.0,"[2025.0, 2024.0, nan, nan]","[6.0, 26.0, nan, nan]","[2027.0, 2028.0, nan, nan]","[-2.0, -24.0, nan, nan]",2025.0,6.0,2027.0,-2.0,-26.0,32.0,58.0,2026.0,2025.8620689655172,-50.0,50.0,-1.0,,,,,,,,,2025.5777586206896
RAINFOREST_RESIN,1100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.0
KELP,1200.0,"[2024.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-8.0, -21.0, nan, nan]",2024.0,21.0,2026.0,-8.0,-29.0,21.0,50.0,2025.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.5860919540232
RAINFOREST_RESIN,1200.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[9998.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9995.0,21.0,9998.0,-1.0,-22.0,21.0,43.0,9996.5,9999.953488372093,-50.0,50.0,-1.0,,,,,,,,,9999.990697674419
KELP,1300.0,"[2024.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2024.0,31.0,2028.0,-31.0,-31.0,31.0,62.0,2026.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.78275862069
RAINFOREST_RESIN,1300.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-31.0,32.0,63.0,10003.0,10000.031746031746,-50.0,50.0,0.0,,,,,,,,,9999.997046880768
KELP,1400.0,"[2025.0, 2024.0, nan, nan]","[3.0, 25.0, nan, nan]","[2028.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2025.0,3.0,2028.0,-26.0,-26.0,28.0,54.0,2026.5,2025.9814814814815,-50.0,50.0,-1.0,,,,,,,,,2025.8790549169858
RAINFOREST_RESIN,1400.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.997046880768
KELP,1500.0,"[2024.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2024.0,27.0,2028.0,-27.0,-27.0,27.0,54.0,2026.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.9687100894
RAINFOREST_RESIN,1500.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.997046880768
KELP,1600.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-4.0, -29.0, nan, nan]",2024.0,29.0,2026.0,-4.0,-33.0,29.0,62.0,2025.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.9962962962964
RAINFOREST_RESIN,1600.0,"[9995.0, nan, nan, nan]","[29.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",9995.0,29.0,10005.0,-29.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.997046880768
KELP,1700.0,"[2024.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-8.0, -22.0, nan, nan]",2024.0,22.0,2026.0,-8.0,-30.0,22.0,52.0,2025.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.9962962962964
RAINFOREST_RESIN,1700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -20.0, nan]",9996.0,2.0,10002.0,-1.0,-23.0,22.0,45.0,9999.0,10000.044444444444,-50.0,50.0,-1.0,,,,,,,,,10000.015238095239
KELP,1800.0,"[2024.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2024.0,23.0,2028.0,-23.0,-23.0,23.0,46.0,2026.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.9962962962964
RAINFOREST_RESIN,1800.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 22.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-23.0,24.0,47.0,10003.0,10000.04255319149,-50.0,50.0,-1.0,,,,,,,,,10000.017399527187
KELP,1900.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2026.0, 2027.0, nan, nan]","[-5.0, -29.0, nan, nan]",2024.0,29.0,2026.0,-5.0,-34.0,29.0,63.0,2025.0,2025.5396825396826,-50.0,50.0,-1.0,,,,,,,,,2025.9079365079365
RAINFOREST_RESIN,1900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,-2.0,,,,,,,,,10000.017399527187
KELP,2000.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.5,2025.5,-50.0,50.0,-1.0,,,,,,,,,2025.8079365079363
RAINFOREST_RESIN,2000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -24.0, nan]",9996.0,2.0,9998.0,-1.0,-27.0,26.0,53.0,9997.0,9999.962264150943,-50.0,50.0,-2.0,,,,,,,,,10000.009852357374
KELP,2100.0,"[2024.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2027.0, 2028.0, nan, nan]","[-2.0, -25.0, nan, nan]",2024.0,27.0,2027.0,-2.0,-27.0,27.0,54.0,2025.5,2025.962962962963,-50.0,50.0,-1.0,,,,,,,,,2025.800529100529
RAINFOREST_RESIN,2100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-3.0, -2.0, -25.0, nan]",9996.0,2.0,10002.0,-3.0,-30.0,27.0,57.0,9999.0,10000.105263157895,-50.0,50.0,-1.0,,,,,,,,,10000.030904988953
KELP,2200.0,"[2024.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2026.0, 2027.0, 2028.0, nan]","[-7.0, -1.0, -24.0, nan]",2024.0,25.0,2026.0,-7.0,-32.0,25.0,57.0,2025.0,2025.982456140351,-50.0,50.0,-1.0,,,,,,,,,2025.7970203285993
RAINFOREST_RESIN,2200.0,"[9998.0, 9996.0, 9995.0, nan]","[8.0, 1.0, 24.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9998.0,8.0,10004.0,-1.0,-25.0,33.0,58.0,10001.0,9999.724137931034,-50.0,50.0,-1.0,,,,,,,,,9999.966843686272
KELP,2300.0,"[2024.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2024.0,32.0,2028.0,-32.0,-32.0,32.0,64.0,2026.0,2026.0,-50.0,50.0,-1.0,,,,,,,,,2025.7970203285993
RAINFOREST_RESIN,2300.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 2.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9998.0,7.0,10004.0,-2.0,-32.0,39.0,71.0,10001.0,9999.802816901409,-50.0,50.0,-1.0,,,,,,,,,9999.918896428255
KELP,2400.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2025.0, 2028.0, nan, nan]","[-1.0, -29.0, nan, nan]",2024.0,29.0,2025.0,-1.0,-30.0,29.0,59.0,2024.5,2025.9830508474577,-50.0,50.0,-1.0,,,,,,,,,2025.8856939901543
RAINFOREST_RESIN,2400.0,"[9995.0, nan, nan, nan]","[29.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",9995.0,29.0,10005.0,-29.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.918896428255
KELP,2500.0,"[2025.0, 2024.0, nan, nan]","[2.0, 23.0, nan, nan]","[2027.0, 2028.0, nan, nan]","[-1.0, -22.0, nan, nan]",2025.0,2.0,2027.0,-1.0,-23.0,25.0,48.0,2026.0,2025.9375,-50.0,50.0,0.0,,,,,,,,,2025.9731939901544
RAINFOREST_RESIN,2500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.926443598068
KELP,2600.0,"[2025.0, 2024.0, nan, nan]","[3.0, 23.0, nan, nan]","[2028.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2025.0,3.0,2028.0,-23.0,-23.0,26.0,49.0,2026.5,2025.938775510204,-50.0,50.0,0.0,,,,,,,,,2025.9683564996026
RAINFOREST_RESIN,2600.0,"[9995.0, nan, nan, nan]","[23.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9995.0,23.0,10005.0,-23.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.905390966489
KELP,2700.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.5,2025.5,-50.0,50.0,0.0,,,,,,,,,2025.8718652715324
RAINFOREST_RESIN,2700.0,"[9998.0, 9995.0, nan, nan]","[6.0, 26.0, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9998.0,6.0,10005.0,-26.0,-26.0,32.0,58.0,10001.5,9999.793103448275,-50.0,50.0,-1.0,,,,,,,,,9999.919184069937
KELP,2800.0,"[2023.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2023.0,25.0,2027.0,-25.0,-25.0,25.0,50.0,2025.0,2025.0,-50.0,50.0,0.0,,,,,,,,,2025.6718652715324
RAINFOREST_RESIN,2800.0,"[9995.0, nan, nan, nan]","[25.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",9995.0,25.0,10005.0,-25.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.958620689655
KELP,2900.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.0,2025.0,-50.0,50.0,0.0,,,,,,,,,2025.4752551020406
RAINFOREST_RESIN,2900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.958620689655
KELP,3000.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,29.0,2027.0,-26.0,-26.0,29.0,55.0,2025.5,2025.418181818182,-50.0,50.0,0.0,,,,,,,,,2025.371391465677
RAINFOREST_RESIN,3000.0,"[9998.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9998.0,1.0,10005.0,-26.0,-26.0,27.0,53.0,10001.5,9999.962264150943,-50.0,50.0,-1.0,,,,,,,,,9999.951073519844
KELP,3100.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2025.0, 2026.0, nan, nan]","[-5.0, -26.0, nan, nan]",2023.0,26.0,2025.0,-5.0,-31.0,26.0,57.0,2024.0,2024.5438596491229,-50.0,50.0,0.0,,,,,,,,,2025.092408293461
RAINFOREST_RESIN,3100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.951073519844
KELP,3200.0,"[2023.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2025.0, 2026.0, nan, nan]","[-3.0, -23.0, nan, nan]",2023.0,23.0,2025.0,-3.0,-26.0,23.0,49.0,2024.0,2024.530612244898,-50.0,50.0,5.0,,,,,,,,,2024.8985307424405
RAINFOREST_RESIN,3200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.992452830189
KELP,3300.0,"[2023.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2025.0, 2026.0, nan, nan]","[-2.0, -32.0, nan, nan]",2023.0,32.0,2025.0,-2.0,-34.0,32.0,66.0,2024.0,2024.5151515151515,-50.0,50.0,5.0,,,,,,,,,2024.8015610454709
RAINFOREST_RESIN,3300.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.992452830189
KELP,3400.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,26.0,2026.0,-26.0,-26.0,26.0,52.0,2024.5,2024.5,-50.0,50.0,5.0,,,,,,,,,2024.701561045471
RAINFOREST_RESIN,3400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,9999.992452830189
KELP,3500.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,26.0,2026.0,-26.0,-26.0,26.0,52.0,2024.5,2024.5,-50.0,50.0,5.0,,,,,,,,,2024.5179246818345
RAINFOREST_RESIN,3500.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,-1.0,,,,,,,,,10000.0
KELP,3600.0,"[2023.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2023.0,21.0,2026.0,-21.0,-21.0,21.0,42.0,2024.5,2024.5,-50.0,50.0,5.0,,,,,,,,,2024.5091527520096
RAINFOREST_RESIN,3600.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[9998.0, 10005.0, nan, nan]","[-4.0, -21.0, nan, nan]",9995.0,21.0,9998.0,-4.0,-25.0,21.0,46.0,9996.5,9999.826086956522,-50.0,50.0,-1.0,,,,,,,,,9999.965217391304
KELP,3700.0,"[2023.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2023.0,27.0,2026.0,-24.0,-24.0,27.0,51.0,2024.5,2024.4117647058824,-50.0,50.0,5.0,,,,,,,,,2024.485383244207
RAINFOREST_RESIN,3700.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 23.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -23.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-24.0,25.0,49.0,10003.0,10000.040816326531,-50.0,50.0,3.0,,,,,,,,,9999.973380656611
KELP,3800.0,"[2023.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2023.0,25.0,2026.0,-25.0,-25.0,25.0,50.0,2024.5,2024.5,-50.0,50.0,5.0,,,,,,,,,2024.4823529411765
RAINFOREST_RESIN,3800.0,"[9996.0, 9995.0, nan, nan]","[2.0, 23.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-10.0, -2.0, -23.0, nan]",9996.0,2.0,10002.0,-10.0,-35.0,25.0,60.0,9999.0,10000.333333333334,-50.0,50.0,2.0,,,,,,,,,10000.040047323277
KELP,3900.0,"[2023.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,28.0,2026.0,-26.0,-26.0,28.0,54.0,2024.5,2024.4444444444443,-50.0,50.0,5.0,,,,,,,,,2024.4712418300653
RAINFOREST_RESIN,3900.0,"[9998.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 25.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9998.0,1.0,10004.0,-1.0,-26.0,27.0,53.0,10001.0,9999.962264150943,-50.0,50.0,2.0,,,,,,,,,10000.032500153466
KELP,4000.0,"[2023.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2026.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2023.0,32.0,2026.0,-32.0,-32.0,32.0,64.0,2024.5,2024.5,-50.0,50.0,5.0,,,,,,,,,2024.4712418300653
RAINFOREST_RESIN,4000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,2.0,,,,,,,,,10000.032500153466
KELP,4100.0,"[2023.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-29.0, nan, nan, nan]",2023.0,29.0,2027.0,-29.0,-29.0,29.0,58.0,2025.0,2025.0,-50.0,50.0,5.0,,,,,,,,,2024.5712418300652
RAINFOREST_RESIN,4100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 27.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -27.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,2.0,,,,,,,,,10000.067282762162
KELP,4200.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.0,2025.0,-50.0,50.0,5.0,,,,,,,,,2024.688888888889
RAINFOREST_RESIN,4200.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-4.0, -2.0, -24.0, nan]",9996.0,2.0,10002.0,-4.0,-30.0,26.0,56.0,9999.0,10000.142857142857,-50.0,50.0,2.0,,,,,,,,,10000.087690925426
KELP,4300.0,"[2023.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2024.0, 2026.0, nan, nan]","[-5.0, -22.0, nan, nan]",2023.0,29.0,2024.0,-5.0,-27.0,29.0,56.0,2023.5,2024.267857142857,-50.0,50.0,5.0,,,,,,,,,2024.6424603174605
