day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2200;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;2200;KELP;2024;25;;;;;2026;7;2027;1;2028;24;2025.0;-93.140625
-1;2300;KELP;2024;32;;;;;2028;32;;;;;2026.0;-100.0390625
-1;2300;RAINFOREST_RESIN;9998;7;9996;2;9995;30;10004;2;10005;30;;;10001.0;0.0
-1;2400;KELP;2024;29;;;;;2025;1;2028;29;;;2024.5;-103.5546875
-1;2400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;2500;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;2500;KELP;2025;2;2024;23;;;2027;1;2028;22;;;2026.0;-93.765625
-1;2600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;2600;KELP;2025;3;2024;23;;;2028;23;;;;;2026.5;-93.8984375
-1;2700;KELP;2024;26;;;;;2027;26;;;;;2025.5;-139.19140625
-1;2700;RAINFOREST_RESIN;9998;6;9995;26;;;10005;26;;;;;10001.5;0.0
-1;2800;KELP;2023;25;;;;;2027;25;;;;;2025.0;-171.1107177734375
-1;2800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;2900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;2900;KELP;2023;26;;;;;2027;26;;;;;2025.0;-221.265625
-1;3000;RAINFOREST_RESIN;9998;1;9995;26;;;10005;26;;;;;10001.5;0.0
-1;3000;KELP;2024;29;;;;;2027;26;;;;;2025.5;-257.09375
-1;3100;KELP;2023;26;;;;;2025;5;2026;26;;;2024.0;-306.671875
-1;3100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3200;KELP;2023;23;;;;;2025;3;2026;23;;;2024.0;-336.921875
-1;3200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;3300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;3300;KELP;2023;32;;;;;2025;2;2026;32;;;2024.0;-371.3560791015625
-1;3400;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3400;KELP;2023;26;;;;;2026;26;;;;;2024.5;-423.109375
-1;3500;KELP;2023;26;;;;;2026;26;;;;;2024.5;-454.65625
-1;3500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;3600;KELP;2023;21;;;;;2026;21;;;;;2024.5;-454.484375
-1;3600;RAINFOREST_RESIN;9995;21;;;;;9998;4;10005;21;;;9996.5;0.0
-1;3700;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;0.0
-1;3700;KELP;2023;27;;;;;2026;24;;;;;2024.5;-439.390625
-1;3800;RAINFOREST_RESIN;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;0.0
-1;3800;KELP;2023;25;;;;;2026;25;;;;;2024.5;-438.875
-1;3900;KELP;2023;28;;;;;2026;26;;;;;2024.5;-443.2109375
-1;3900;RAINFOREST_RESIN;9998;1;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
-1;4000;KELP;2023;32;;;;;2026;32;;;;;2024.5;-452.9921875
-1;4000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;4100;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;4100;KELP;2023;29;;;;;2027;29;;;;;2025.0;-471.578125
-1;4200;RAINFOREST_RESIN;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;0.0
-1;4200;KELP;2023;26;;;;;2027;26;;;;;2025.0;-530.0859375
-1;4300;KELP;2023;29;;;;;2024;5;2026;22;;;2023.5;-585.125
-1;4300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10000;6;10005;22;9996.5;0.0
-1;4400;KELP;2023;30;;;;;2026;30;;;;;2024.5;-632.05078125
-1;4400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;4500;RAINFOREST_RESIN;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;0.0
-1;4500;KELP;2023;28;;;;;2026;29;;;;;2024.5;-669.7265625
-1;4600;RAINFOREST_RESIN;9996;1;9995;29;;;10002;10;10004;1;10005;29;9999.0;0.0
-1;4600;KELP;2023;30;;;;;2026;30;;;;;2024.5;-670.8515625
-1;4700;KELP;2023;25;;;;;2025;3;2026;32;;;2024.0;-680.484375
-1;4700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;4800;KELP;2023;24;;;;;2027;24;;;;;2025.0;-691.25
-1;4800;RAINFOREST_RESIN;9998;6;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;4900;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;0.0
-1;4900;KELP;2023;22;;;;;2027;22;;;;;2025.0;-694.34375
-1;5000;RAINFOREST_RESIN;9998;3;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
-1;5000;KELP;2023;30;;;;;2026;30;;;;;2024.5;-673.171875
-1;5100;KELP;2023;37;;;;;2026;31;;;;;2024.5;-674.2578125
-1;5100;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;5200;KELP;2023;35;;;;;2026;27;;;;;2024.5;-672.65625
-1;5200;RAINFOREST_RESIN;9998;9;9996;1;9995;26;10004;1;10005;26;;;10001.0;0.0
-1;5300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;5300;KELP;2025;1;2023;21;;;2026;21;;;;;2025.5;-674.7421875
-1;5400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;5400;KELP;2023;21;;;;;2025;6;2027;21;;;2024.0;-713.453125
-1;5500;KELP;2023;27;;;;;2027;27;;;;;2025.0;-716.1640625
-1;5500;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;5600;KELP;2025;2;2023;28;;;2027;28;;;;;2026.0;-767.43017578125
-1;5600;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;5700;RAINFOREST_RESIN;9998;2;9995;27;;;10005;27;;;;;10001.5;0.0
-1;5700;KELP;2024;26;;;;;2027;27;;;;;2025.5;-816.57421875
-1;5800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;5800;KELP;2024;31;;;;;2027;31;;;;;2025.5;-831.6796875
-1;5900;KELP;2024;35;;;;;2027;30;;;;;2025.5;-835.625
-1;5900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;6000;KELP;2024;30;;;;;2027;30;;;;;2025.5;-838.0546875
-1;6000;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;6100;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;6100;KELP;2024;24;;;;;2027;25;;;;;2025.5;-838.03125
-1;6200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;6200;KELP;2024;22;;;;;2027;22;;;;;2025.5;-835.3828125
-1;6300;KELP;2024;30;;;;;2027;25;;;;;2025.5;-824.203125
-1;6300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;6400;KELP;2024;25;;;;;2027;25;;;;;2025.5;-825.296875
-1;6400;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;6500;RAINFOREST_RESIN;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;0.0
-1;6500;KELP;2024;27;;;;;2027;27;;;;;2025.5;-835.9609375
-1;6600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;6600;KELP;2024;26;;;;;2028;26;;;;;2026.0;-810.90625
-1;6700;KELP;2025;7;2024;20;;;2028;20;;;;;2026.5;-803.390625
-1;6700;RAINFOREST_RESIN;9995;20;;;;;10002;3;10005;20;;;9998.5;0.0
-1;6800;KELP;2024;32;;;;;2026;8;2027;2;2028;30;2025.0;-820.5546875
-1;6800;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;6900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;5;10004;1;10005;26;9999.0;0.0
-1;6900;KELP;2024;27;;;;;2026;1;2027;27;;;2025.0;-880.91796875
-1;7000;RAINFOREST_RESIN;9998;2;9995;27;;;10005;27;;;;;10001.5;0.0
-1;7000;KELP;2026;4;2024;27;;;2027;27;;;;;2026.5;-925.015625
-1;7100;KELP;2024;30;;;;;2027;30;;;;;2025.5;-921.05078125
-1;7100;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;7200;KELP;2024;28;;;;;2027;28;;;;;2025.5;-960.3046875
-1;7200;RAINFOREST_RESIN;9998;5;9996;1;9995;27;10004;1;10005;27;;;10001.0;0.0
-1;7300;RAINFOREST_RESIN;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;0.0
-1;7300;KELP;2024;35;;;;;2027;31;;;;;2025.5;-969.390625
-1;7400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;7400;KELP;2024;22;;;;;2027;23;;;;;2025.5;-971.84375
-1;7500;KELP;2024;25;;;;;2027;25;;;;;2025.5;-975.9375
-1;7500;RAINFOREST_RESIN;9995;25;;;;;10002;10;10005;25;;;9998.5;0.0
-1;7600;KELP;2024;22;;;;;2027;22;;;;;2025.5;-974.9765625
-1;7600;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;7700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;7700;KELP;2024;21;;;;;2027;22;;;;;2025.5;-973.9609375
-1;7800;RAINFOREST_RESIN;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;0.0
-1;7800;KELP;2024;23;;;;;2027;23;;;;;2025.5;-973.0546875
-1;7900;KELP;2024;31;;;;;2027;27;;;;;2025.5;-972.5078125
-1;7900;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;8000;KELP;2024;27;;;;;2026;8;2027;27;;;2025.0;-967.21875
-1;8000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;8100;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;8100;KELP;2023;23;;;;;2027;23;;;;;2025.0;-947.9375
-1;8200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;8200;KELP;2023;23;;;;;2025;1;2026;23;;;2024.0;-940.4140625
-1;8300;KELP;2023;30;;;;;2026;30;;;;;2024.5;-923.0
-1;8300;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;8400;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;8400;KELP;2023;28;;;;;2026;28;;;;;2024.5;-923.890625
-1;8500;KELP;2023;31;;;;;2026;31;;;;;2024.5;-919.9453125
-1;8500;RAINFOREST_RESIN;9998;10;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;8600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;8600;KELP;2023;22;;;;;2026;23;;;;;2024.5;-928.1015625
-1;8700;KELP;2023;27;;;;;2025;4;2026;27;;;2024.0;-936.6875
-1;8700;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;0.0
-1;8800;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;0.0
-1;8800;KELP;2024;7;2023;25;;;2027;25;;;;;2025.5;-951.546875
-1;8900;KELP;2024;1;2023;26;;;2027;26;;;;;2025.5;-948.9453125
-1;8900;RAINFOREST_RESIN;9998;9;9995;26;;;10005;26;;;;;10001.5;0.0
-1;9000;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;9000;KELP;2023;31;;;;;2027;31;;;;;2025.0;-947.8671875
-1;9100;KELP;2023;29;;;;;2026;2;2027;27;;;2024.5;-943.7265625
-1;9100;RAINFOREST_RESIN;9998;3;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
-1;9200;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;0.0
-1;9200;KELP;2023;27;;;;;2025;7;2026;27;;;2024.0;-941.078125
-1;9300;KELP;2023;21;;;;;2026;21;;;;;2024.5;-932.0
-1;9300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;9400;RAINFOREST_RESIN;9998;2;9996;2;9995;21;10004;2;10005;21;;;10001.0;0.0
-1;9400;KELP;2023;23;;;;;2026;23;;;;;2024.5;-927.75
-1;9500;KELP;2023;35;;;;;2026;31;;;;;2024.5;-931.2265625
-1;9500;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;9600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;9600;KELP;2023;31;;;;;2026;31;;;;;2024.5;-923.578125
-1;9700;KELP;2023;22;;;;;2026;22;;;;;2024.5;-923.5234375
-1;9700;RAINFOREST_RESIN;9995;22;;;;;10002;1;10005;22;;;9998.5;0.0
-1;9800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;9800;KELP;2023;26;;;;;2026;26;;;;;2024.5;-925.9453125
-1;9900;KELP;2025;4;2023;25;;;2026;25;;;;;2025.5;-935.5859375
-1;9900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;10000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;10000;KELP;2023;36;;;;;2026;28;;;;;2024.5;-968.2265625
-1;10100;KELP;2023;25;;;;;2026;25;;;;;2024.5;-1006.31494140625
-1;10100;RAINFOREST_RESIN;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;0.0
-1;10200;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;10200;KELP;2022;28;;;;;2026;28;;;;;2024.0;-1058.59375
-1;10300;KELP;2024;1;2022;35;;;2025;27;;;;;2024.5;-1114.0
-1;10300;RAINFOREST_RESIN;9998;4;9995;27;;;10005;27;;;;;10001.5;0.0
-1;10400;RAINFOREST_RESIN;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
-1;10400;KELP;2023;1;2022;29;;;2026;29;;;;;2024.5;-1114.046630859375
-1;10500;KELP;2023;2;2022;29;;;2026;31;;;;;2024.5;-1115.280029296875
-1;10500;RAINFOREST_RESIN;9998;4;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;10600;RAINFOREST_RESIN;9996;2;9995;29;;;10000;4;10004;2;10005;29;9998.0;0.0
-1;10600;KELP;2022;31;;;;;2023;4;2024;4;2025;31;2022.5;-1115.31005859375
-1;10700;KELP;2022;29;;;;;2025;28;;;;;2023.5;-1160.15625
-1;10700;RAINFOREST_RESIN;9998;8;9995;28;;;10005;28;;;;;10001.5;0.0
-1;10800;RAINFOREST_RESIN;9998;5;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;10800;KELP;2022;27;;;;;2025;24;;;;;2023.5;-1186.4765625
-1;10900;KELP;2022;35;;;;;2025;28;;;;;2023.5;-1185.171875
-1;10900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;11000;KELP;2024;7;2022;24;;;2025;24;;;;;2024.5;-1185.0390625
-1;11000;RAINFOREST_RESIN;9995;24;;;;;10002;7;10005;24;;;9998.5;0.0
-1;11100;RAINFOREST_RESIN;9998;3;9995;21;;;10005;21;;;;;10001.5;0.0
-1;11100;KELP;2022;21;;;;;2025;21;;;;;2023.5;-1187.96875
-1;11200;RAINFOREST_RESIN;9996;2;9995;21;;;10002;7;10004;2;10005;21;9999.0;0.0
-1;11200;KELP;2022;23;;;;;2025;23;;;;;2023.5;-1183.953125
-1;11300;KELP;2022;25;;;;;2025;22;;;;;2023.5;-1187.71875
-1;11300;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;11400;KELP;2022;26;;;;;2025;26;;;;;2023.5;-1193.140625
-1;11400;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;11500;RAINFOREST_RESIN;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;0.0
-1;11500;KELP;2022;26;;;;;2024;8;2025;26;;;2023.0;-1191.0625
-1;11600;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;0.0
-1;11600;KELP;2022;29;;;;;2026;29;;;;;2024.0;-1214.5390625
-1;11700;KELP;2022;23;;;;;2023;2;2026;23;;;2022.5;-1205.25
-1;11700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;11800;KELP;2022;29;;;;;2024;4;2026;29;;;2023.0;-1218.109375
-1;11800;RAINFOREST_RESIN;9998;10;9995;29;;;10000;5;10005;29;;;9999.0;0.0
-1;11900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;11900;KELP;2023;2;2022;30;;;2024;3;2026;32;;;2023.5;-1216.0859375
-1;12000;RAINFOREST_RESIN;10002;1;9995;20;;;10005;20;;;;;10003.5;0.0
-1;12000;KELP;2023;20;;;;;2026;20;;;;;2024.5;-1232.546875
-1;12100;KELP;2023;27;;;;;2025;1;2026;27;;;2024.0;-1262.74609375
-1;12100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;12200;KELP;2023;34;;;;;2026;30;;;;;2024.5;-1262.90625
-1;12200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;12300;RAINFOREST_RESIN;9998;6;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;12300;KELP;2023;29;;;;;2026;29;;;;;2024.5;-1309.4931640625
-1;12400;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;12400;KELP;2023;30;;;;;2026;26;;;;;2024.5;-1351.3203125
-1;12500;KELP;2023;19;;;;;2026;20;;;;;2024.5;-1386.4453125
-1;12500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;12600;KELP;2023;22;;;;;2026;22;;;;;2024.5;-1392.671875
-1;12600;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;12700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;12700;KELP;2023;22;;;;;2026;22;;;;;2024.5;-1388.015625
-1;12800;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;12800;KELP;2023;22;;;;;2026;22;;;;;2024.5;-1384.5078125
-1;12900;KELP;2023;36;;;;;2026;29;;;;;2024.5;-1379.984375
-1;12900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;0.0
-1;13000;KELP;2025;1;2023;6;2022;20;2026;20;;;;;2025.5;-1400.7890625
-1;13000;RAINFOREST_RESIN;10002;1;9995;20;;;10005;20;;;;;10003.5;0.0
-1;13100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;13100;KELP;2023;33;;;;;2026;26;;;;;2024.5;-1393.6875
-1;13200;RAINFOREST_RESIN;9998;2;9995;22;;;10005;22;;;;;10001.5;0.0
-1;13200;KELP;2022;22;;;;;2025;5;2026;22;;;2023.5;-1397.3359375
-1;13300;KELP;2023;6;2022;24;;;2026;24;;;;;2024.5;-1446.89453125
-1;13300;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;13400;KELP;2023;32;;;;;2026;32;;;;;2024.5;-1453.15625
-1;13400;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;13500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;13500;KELP;2022;30;;;;;2025;8;2026;30;;;2023.5;-1492.080078125
-1;13600;RAINFOREST_RESIN;9995;25;;;;;10002;10;10005;25;;;9998.5;0.0
-1;13600;KELP;2023;24;;;;;2025;3;2026;25;;;2024.0;-1564.4609375
-1;13700;KELP;2023;25;;;;;2026;21;;;;;2024.5;-1578.234375
-1;13700;RAINFOREST_RESIN;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;0.0
-1;13800;KELP;2023;23;;;;;2026;22;;;;;2024.5;-1581.28125
-1;13800;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;13900;RAINFOREST_RESIN;9996;2;9995;20;;;10000;6;10004;2;10005;20;9998.0;0.0
-1;13900;KELP;2023;22;;;;;2024;6;2025;4;2026;22;2023.5;-1574.609375
-1;14000;RAINFOREST_RESIN;9998;5;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
-1;14000;KELP;2023;3;2022;29;;;2026;29;;;;;2024.5;-1565.390625
-1;14100;KELP;2023;25;;;;;2025;1;2026;25;;;2024.0;-1581.859375
-1;14100;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;14200;KELP;2023;20;;;;;2026;21;;;;;2024.5;-1582.8203125
-1;14200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;14300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;14300;KELP;2022;29;;;;;2026;29;;;;;2024.0;-1560.125
-1;14400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;14400;KELP;2023;30;;;;;2026;30;;;;;2024.5;-1571.5078125
-1;14500;KELP;2023;24;;;;;2026;24;;;;;2024.5;-1573.5390625
-1;14500;RAINFOREST_RESIN;9995;24;;;;;10002;1;10005;24;;;9998.5;0.0
-1;14600;KELP;2022;28;;;;;2024;2;2026;28;;;2023.0;-1563.75
-1;14600;RAINFOREST_RESIN;9996;2;9995;26;;;10000;2;10004;2;10005;26;9998.0;0.0
-1;14700;RAINFOREST_RESIN;9995;30;;;;;10002;7;10005;30;;;9998.5;0.0
-1;14700;KELP;2022;30;;;;;2025;30;;;;;2023.5;-1544.5390625
-1;14800;RAINFOREST_RESIN;9995;28;;;;;10002;6;10005;28;;;9998.5;0.0
-1;14800;KELP;2022;28;;;;;2025;28;;;;;2023.5;-1543.9765625
-1;14900;KELP;2023;4;2022;26;;;2025;26;;;;;2024.0;-1542.5390625
