product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price,sma_cross_8,sma_cross_50,trend_score,imbalance_score,spread_ratio,dynamic_spread,calculated_shift,calculated_buy,calculated_sell,calculated_base_volume,calculated_buy_volume,calculated_sell_volume,market_order_buy_price,market_order_buy_volume,market_order_sell_price,market_order_sell_volume
KELP,800.0,"[2024.0, 2023.0, nan, nan]","[1.0, 29.0, nan, nan]","[2027.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2024.0,1.0,2027.0,-30.0,-30.0,30.0,60.0,2025.5,2025.0166666666667,-50.0,50.0,0.0,,,,,,,,,2026.4,2026.4375,2026.6666666666667,-0.18533319990813946,0.0,0.0014811157738829918,2.11416215149265,,,,,,,,,,
RAINFOREST_RESIN,800.0,"[9996.0, 9995.0, nan, nan]","[1.0, 29.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.2,10000.125,10000.444444444445,-0.024994792968420776,0.0,0.0008,5.028994792968421,,,,,,,,,,
KELP,900.0,"[2024.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2024.0,23.0,2027.0,-23.0,-23.0,23.0,46.0,2025.5,2025.5,-50.0,50.0,0.0,,,,,,,,,2026.2,2026.3125,2026.55,0.0,0.0,0.0014811157738829918,2.002962231547766,,,,,,,,,,
RAINFOREST_RESIN,900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.2,10000.125,10000.4,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,1000.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2026.0, 2027.0, nan, nan]","[-6.0, -26.0, nan, nan]",2024.0,26.0,2026.0,-6.0,-32.0,26.0,58.0,2025.0,2025.551724137931,-50.0,50.0,0.0,,,,,,,,,2025.9,2026.125,2026.409090909091,0.0,-0.10344827586206896,0.0009876543209876543,2.0847339293316307,,,,,,,,,,
RAINFOREST_RESIN,1000.0,"[9995.0, nan, nan, nan]","[26.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9995.0,26.0,10005.0,-26.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.5,10000.125,10000.363636363636,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,1100.0,"[2025.0, 2024.0, nan, nan]","[6.0, 26.0, nan, nan]","[2027.0, 2028.0, nan, nan]","[-2.0, -24.0, nan, nan]",2025.0,6.0,2027.0,-2.0,-26.0,32.0,58.0,2026.0,2025.8620689655172,-50.0,50.0,0.0,,,,,,,,,2025.7,2026.0625,2026.375,0.0,0.10344827586206896,0.0009871668311944718,1.9192157129727339,,,,,,,,,,
RAINFOREST_RESIN,1100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.0,10000.125,10000.333333333334,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,1200.0,"[2024.0, nan, nan, nan]","[21.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-8.0, -21.0, nan, nan]",2024.0,21.0,2026.0,-8.0,-29.0,21.0,50.0,2025.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.875,2026.2692307692307,0.0,-0.16,0.0009876543209876543,2.1299753086419755,,,,,,,,,,
RAINFOREST_RESIN,1200.0,"[9995.0, nan, nan, nan]","[21.0, nan, nan, nan]","[9998.0, 10005.0, nan, nan]","[-1.0, -21.0, nan, nan]",9995.0,21.0,9998.0,-1.0,-22.0,21.0,43.0,9996.5,9999.953488372093,-50.0,50.0,0.0,,,,,,,,,9999.3,9999.6875,10000.038461538461,0.0,-0.023255813953488372,0.000300105036762867,5.036384246114047,,,,,,,,,,
KELP,1300.0,"[2024.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-31.0, nan, nan, nan]",2024.0,31.0,2028.0,-31.0,-31.0,31.0,62.0,2026.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.5,2025.8125,2026.25,0.0,0.0,0.0019743336623889436,2.003948667324778,,,,,,,,,,
RAINFOREST_RESIN,1300.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -30.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-31.0,32.0,63.0,10003.0,10000.031746031746,-50.0,50.0,0.0,,,,,,,,,9999.9,10000.25,10000.25,0.0,0.015873015873015872,0.00019994001799460162,4.977190176280449,,,,,,,,,,
KELP,1400.0,"[2025.0, 2024.0, nan, nan]","[3.0, 25.0, nan, nan]","[2028.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2025.0,3.0,2028.0,-26.0,-26.0,28.0,54.0,2026.5,2025.9814814814815,-50.0,50.0,0.0,,,,,,,,,2025.7,2025.75,2026.2666666666667,0.0,0.037037037037037035,0.0014803849000740192,1.9733311401705182,,,,,,,,,,
RAINFOREST_RESIN,1400.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,9999.9,9999.9375,10000.233333333334,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,1500.0,"[2024.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2024.0,27.0,2028.0,-27.0,-27.0,27.0,54.0,2026.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.9,2025.6875,2026.25,0.0,0.0,0.0019743336623889436,2.003948667324778,,,,,,,,,,
RAINFOREST_RESIN,1500.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,9999.9,9999.9375,10000.21875,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,1600.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-4.0, -29.0, nan, nan]",2024.0,29.0,2026.0,-4.0,-33.0,29.0,62.0,2025.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.7,2025.625,2026.1764705882354,0.0,-0.06451612903225806,0.0009876543209876543,2.053588211867782,,,,,,,,,,
RAINFOREST_RESIN,1600.0,"[9995.0, nan, nan, nan]","[29.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",9995.0,29.0,10005.0,-29.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,9999.9,9999.9375,10000.20588235294,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,1700.0,"[2024.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2026.0, 2028.0, nan, nan]","[-8.0, -22.0, nan, nan]",2024.0,22.0,2026.0,-8.0,-30.0,22.0,52.0,2025.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.7,2025.5625,2026.111111111111,0.0,-0.15384615384615385,0.0009876543209876543,2.1250522317188985,,,,,,,,,,
RAINFOREST_RESIN,1700.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -20.0, nan]",9996.0,2.0,10002.0,-1.0,-23.0,22.0,45.0,9999.0,10000.044444444444,-50.0,50.0,0.0,,,,,,,,,10000.4,9999.8125,10000.138888888889,0.0,-0.022222222222222223,0.0006000600060006001,5.036333633363336,,,,,,,,,,
KELP,1800.0,"[2024.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2024.0,23.0,2028.0,-23.0,-23.0,23.0,46.0,2026.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.7,2025.6875,2026.1052631578948,0.0,0.0,0.0019743336623889436,2.003948667324778,,,,,,,,,,
RAINFOREST_RESIN,1800.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 22.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-23.0,24.0,47.0,10003.0,10000.04255319149,-50.0,50.0,0.0,,,,,,,,,10000.4,10000.1875,10000.28947368421,0.0,0.02127659574468085,0.00019994001799460162,4.969084806472951,,,,,,,,,,
KELP,1900.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2026.0, 2027.0, nan, nan]","[-5.0, -29.0, nan, nan]",2024.0,29.0,2026.0,-5.0,-34.0,29.0,63.0,2025.0,2025.5396825396826,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.5625,2026.05,0.0,-0.07936507936507936,0.0009876543209876543,2.065467372134039,,,,,,,,,,
RAINFOREST_RESIN,1900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 28.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -28.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.4,10000.1875,10000.275,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,2000.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.5,2025.5,-50.0,50.0,0.0,,,,,,,,,2025.3,2025.625,2026.0238095238096,0.0,0.0,0.0014811157738829918,2.002962231547766,,,,,,,,,,
RAINFOREST_RESIN,2000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-1.0, -2.0, -24.0, nan]",9996.0,2.0,9998.0,-1.0,-27.0,26.0,53.0,9997.0,9999.962264150943,-50.0,50.0,0.0,,,,,,,,,9999.8,10000.25,10000.119047619048,0.0,-0.018867924528301886,0.00020006001800540162,5.02930218688248,,,,,,,,,,
KELP,2100.0,"[2024.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2027.0, 2028.0, nan, nan]","[-2.0, -25.0, nan, nan]",2024.0,27.0,2027.0,-2.0,-27.0,27.0,54.0,2025.5,2025.962962962963,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.5625,2026.0,0.0,0.0,0.0014811157738829918,2.002962231547766,,,,,,,,,,
RAINFOREST_RESIN,2100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 25.0, nan, nan]","[10002.0, 10004.0, 10005.0, nan]","[-3.0, -2.0, -25.0, nan]",9996.0,2.0,10002.0,-3.0,-30.0,27.0,57.0,9999.0,10000.105263157895,-50.0,50.0,0.0,,,,,,,,,9999.6,9999.75,10000.068181818182,-0.14888503362331795,-0.05263157894736842,0.0006000600060006001,5.230832702074373,,,,,,,,,,
KELP,2200.0,"[2024.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2026.0, 2027.0, 2028.0, nan]","[-7.0, -1.0, -24.0, nan]",2024.0,25.0,2026.0,-7.0,-32.0,25.0,57.0,2025.0,2025.982456140351,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.375,2025.9565217391305,0.0,-0.12280701754385964,0.0009876543209876543,2.100220922677063,,,,,,,,,,
RAINFOREST_RESIN,2200.0,"[9998.0, 9996.0, 9995.0, nan]","[8.0, 1.0, 24.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -24.0, nan, nan]",9998.0,8.0,10004.0,-1.0,-25.0,33.0,58.0,10001.0,9999.724137931034,-50.0,50.0,0.0,,,,,,,,,10000.0,9999.875,10000.108695652174,0.0,0.13793103448275862,0.0005999400059994001,4.796103148305859,,,,,,,,,,
KELP,2300.0,"[2024.0, nan, nan, nan]","[32.0, nan, nan, nan]","[2028.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2024.0,32.0,2028.0,-32.0,-32.0,32.0,64.0,2026.0,2026.0,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.375,2025.9583333333333,0.0,0.0,0.0019743336623889436,2.003948667324778,,,,,,,,,,
RAINFOREST_RESIN,2300.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 2.0, 30.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9998.0,7.0,10004.0,-2.0,-32.0,39.0,71.0,10001.0,9999.802816901409,-50.0,50.0,0.0,,,,,,,,,9999.6,10000.0,10000.145833333334,0.0,0.09859154929577464,0.0005999400059994001,4.855112376086335,,,,,,,,,,
KELP,2400.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2025.0, 2028.0, nan, nan]","[-1.0, -29.0, nan, nan]",2024.0,29.0,2025.0,-1.0,-30.0,29.0,59.0,2024.5,2025.9830508474577,-50.0,50.0,0.0,,,,,,,,,2025.3,2025.3125,2025.9,0.0,-0.01694915254237288,0.0004939491232403062,2.0145472202803787,,,,,,,,,,
RAINFOREST_RESIN,2400.0,"[9995.0, nan, nan, nan]","[29.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-29.0, nan, nan, nan]",9995.0,29.0,10005.0,-29.0,-29.0,29.0,58.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,9999.6,10000.0,10000.14,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,2500.0,"[2025.0, 2024.0, nan, nan]","[2.0, 23.0, nan, nan]","[2027.0, 2028.0, nan, nan]","[-1.0, -22.0, nan, nan]",2025.0,2.0,2027.0,-1.0,-23.0,25.0,48.0,2026.0,2025.9375,-50.0,50.0,0.0,,,,,,,,,2025.4,2025.4375,2025.9038461538462,0.0,0.041666666666666664,0.0009871668311944718,1.9686410003290555,,,,,,,,,,
RAINFOREST_RESIN,2500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.2,10000.125,10000.134615384615,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,2600.0,"[2025.0, 2024.0, nan, nan]","[3.0, 23.0, nan, nan]","[2028.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2025.0,3.0,2028.0,-23.0,-23.0,26.0,49.0,2026.5,2025.938775510204,-50.0,50.0,0.0,,,,,,,,,2025.6,2025.5,2025.9259259259259,0.0,0.061224489795918366,0.0014803849000740192,1.9539811779634133,,,,,,,,,,
RAINFOREST_RESIN,2600.0,"[9995.0, nan, nan, nan]","[23.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-23.0, nan, nan, nan]",9995.0,23.0,10005.0,-23.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.4,9999.75,10000.12962962963,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,2700.0,"[2024.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.5,2025.5,-50.0,50.0,0.0,,,,,,,,,2025.7,2025.5625,2025.9107142857142,0.0,0.0,0.0014811157738829918,2.002962231547766,,,,,,,,,,
RAINFOREST_RESIN,2700.0,"[9998.0, 9995.0, nan, nan]","[6.0, 26.0, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9998.0,6.0,10005.0,-26.0,-26.0,32.0,58.0,10001.5,9999.793103448275,-50.0,50.0,0.0,,,,,,,,,10000.5,9999.9375,10000.17857142857,0.0,0.10344827586206896,0.0006998950157476379,4.848327061285635,,,,,,,,,,
KELP,2800.0,"[2023.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2023.0,25.0,2027.0,-25.0,-25.0,25.0,50.0,2025.0,2025.0,-50.0,50.0,0.0,,,,,,,,,2025.5,2025.5,2025.8793103448277,0.0,0.0,0.0019753086419753087,2.0039506172839507,,,,,,,,,,
RAINFOREST_RESIN,2800.0,"[9995.0, nan, nan, nan]","[25.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",9995.0,25.0,10005.0,-25.0,-25.0,25.0,50.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.3,10000.3125,10000.172413793103,0.0,0.0,0.001,5.005,,,,,,,,,,
KELP,2900.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2023.0,26.0,2027.0,-26.0,-26.0,26.0,52.0,2025.0,2025.0,-50.0,50.0,0.0,,,,,,,,,2025.6,2025.4375,2025.85,0.0,0.0,0.0019753086419753087,2.0039506172839507,,,,,,,,,,
RAINFOREST_RESIN,2900.0,"[9996.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -25.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.3,10000.4375,10000.166666666666,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,3000.0,"[2024.0, nan, nan, nan]","[29.0, nan, nan, nan]","[2027.0, nan, nan, nan]","[-26.0, nan, nan, nan]",2024.0,29.0,2027.0,-26.0,-26.0,29.0,55.0,2025.5,2025.418181818182,-50.0,50.0,0.0,,,,,,,,,2025.5,2025.5,2025.8387096774193,0.0,0.05454545454545454,0.0014811157738829918,1.9593258679114023,,,,,,,,,,
RAINFOREST_RESIN,3000.0,"[9998.0, 9995.0, nan, nan]","[1.0, 26.0, nan, nan]","[10005.0, nan, nan, nan]","[-26.0, nan, nan, nan]",9998.0,1.0,10005.0,-26.0,-26.0,27.0,53.0,10001.5,9999.962264150943,-50.0,50.0,0.0,,,,,,,,,10000.6,10000.5,10000.209677419354,0.0,0.018867924528301886,0.0006998950157476379,4.975197588286285,,,,,,,,,,
KELP,3100.0,"[2023.0, nan, nan, nan]","[26.0, nan, nan, nan]","[2025.0, 2026.0, nan, nan]","[-5.0, -26.0, nan, nan]",2023.0,26.0,2025.0,-5.0,-31.0,26.0,57.0,2024.0,2024.5438596491229,-50.0,50.0,0.0,,,,,,,,,2025.0,2025.25,2025.78125,0.0,-0.08771929824561403,0.0009881422924901185,2.072151723181472,,,,,,,,,,
RAINFOREST_RESIN,3100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 24.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -24.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-26.0,26.0,52.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.6,10000.375,10000.203125,0.0,0.0,0.0008,5.004,,,,,,,,,,
KELP,3200.0,"[2023.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2025.0, 2026.0, nan, nan]","[-3.0, -23.0, nan, nan]",2023.0,23.0,2025.0,-3.0,-26.0,23.0,49.0,2024.0,2024.530612244898,-50.0,50.0,0.0,,,,,,,,,2024.7,2025.1875,2025.7272727272727,0.0,-0.061224489795918366,0.0009881422924901185,2.0509558764217153,,,,,,,,,,
RAINFOREST_RESIN,3200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -22.0, nan, nan]",9996.0,1.0,10004.0,-1.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,0.0,,,,,,,,,10000.3,10000.375,10000.19696969697,0.0,0.0,0.0008,5.004,,,,,,,,,,
