product,timestamp,bid_prices,bid_volumes,ask_prices,ask_volumes,best_bid,best_bid_volume,best_ask,best_ask_volume,total_ask_volume,total_bid_volume,total_volume,mid_price,weighted_mid_price,max_sell_position,max_buy_position,current_position,observation_plain_value,observation_bidPrice,observation_askPrice,observation_transportFees,observation_exportTariff,observation_importTariff,observation_sugarPrice,observation_sunlightIndex,fair_price
SQUID_INK,1200.0,"[1839.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1842.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1839.0,22.0,1842.0,-23.0,-23.0,22.0,45.0,1840.5,1840.5333333333333,-50.0,50.0,-49.0,,,,,,,,,1837.3124621340542
KELP,1300.0,"[2031.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-25.0, nan, nan, nan]",2031.0,25.0,2035.0,-25.0,-25.0,25.0,50.0,2033.0,2033.0,-50.0,50.0,2.0,,,,,,,,,2033.390964338674
RAINFOREST_RESIN,1300.0,"[10002.0, 9995.0, nan, nan]","[1.0, 25.0, nan, nan]","[10005.0, nan, nan, nan]","[-25.0, nan, nan, nan]",10002.0,1.0,10005.0,-25.0,-25.0,26.0,51.0,10003.5,10000.039215686274,-50.0,50.0,13.0,,,,,,,,,10000.164366738118
SQUID_INK,1300.0,"[1840.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1843.0, nan, nan, nan]","[-25.0, nan, nan, nan]",1840.0,25.0,1843.0,-25.0,-25.0,25.0,50.0,1841.5,1841.5,-50.0,50.0,-50.0,,,,,,,,,1837.6115719816219
KELP,1400.0,"[2031.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2033.0, 2035.0, nan, nan]","[-6.0, -23.0, nan, nan]",2031.0,23.0,2033.0,-6.0,-29.0,23.0,52.0,2032.0,2033.0,-50.0,50.0,2.0,,,,,,,,,2033.364900049429
RAINFOREST_RESIN,1400.0,"[9995.0, nan, nan, nan]","[23.0, nan, nan, nan]","[10000.0, 10005.0, nan, nan]","[-6.0, -23.0, nan, nan]",9995.0,23.0,10000.0,-6.0,-29.0,23.0,52.0,9997.5,10000.0,-50.0,50.0,12.0,,,,,,,,,10000.153408955577
SQUID_INK,1400.0,"[1841.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1842.0, 1844.0, nan, nan]","[-6.0, -23.0, nan, nan]",1841.0,23.0,1842.0,-6.0,-29.0,23.0,52.0,1841.5,1842.4423076923076,-50.0,50.0,-50.0,,,,,,,,,1837.933621029001
KELP,1500.0,"[2034.0, 2032.0, 2031.0, nan]","[1.0, 1.0, 20.0, nan]","[2035.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2034.0,1.0,2035.0,-21.0,-21.0,22.0,43.0,2034.5,2033.046511627907,-50.0,50.0,8.0,,,,,,,,,2033.3450007730837
RAINFOREST_RESIN,1500.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-4.0, -1.0, -20.0, nan]",9996.0,1.0,9998.0,-4.0,-25.0,21.0,46.0,9997.0,9999.826086956522,-50.0,50.0,18.0,,,,,,,,,10000.132951330637
SQUID_INK,1500.0,"[1844.0, 1842.0, nan, nan]","[1.0, 21.0, nan, nan]","[1845.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1844.0,1.0,1845.0,-21.0,-21.0,22.0,43.0,1844.5,1843.5116279069769,-50.0,50.0,-50.0,,,,,,,,,1838.2822464588744
KELP,1600.0,"[2032.0, nan, nan, nan]","[30.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2032.0,30.0,2035.0,-30.0,-30.0,30.0,60.0,2033.5,2033.5,-50.0,50.0,7.0,,,,,,,,,2033.3541183746668
RAINFOREST_RESIN,1600.0,"[9996.0, 9995.0, nan, nan]","[2.0, 28.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -28.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-30.0,30.0,60.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,10000.12513066413
SQUID_INK,1600.0,"[1844.0, 1843.0, nan, nan]","[2.0, 28.0, nan, nan]","[1847.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1844.0,2.0,1847.0,-30.0,-30.0,30.0,60.0,1845.5,1845.0333333333333,-50.0,50.0,-50.0,,,,,,,,,1838.6793692161955
KELP,1700.0,"[2032.0, nan, nan, nan]","[28.0, nan, nan, nan]","[2034.0, 2035.0, nan, nan]","[-8.0, -28.0, nan, nan]",2032.0,28.0,2034.0,-8.0,-36.0,28.0,64.0,2033.0,2033.5625,-50.0,50.0,7.0,,,,,,,,,2033.3656951316298
RAINFOREST_RESIN,1700.0,"[9995.0, nan, nan, nan]","[28.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-28.0, nan, nan, nan]",9995.0,28.0,10005.0,-28.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,10000.118178960567
SQUID_INK,1700.0,"[1841.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1843.0, 1844.0, nan, nan]","[-8.0, -28.0, nan, nan]",1841.0,28.0,1843.0,-8.0,-36.0,28.0,64.0,1842.0,1842.5625,-50.0,50.0,-50.0,,,,,,,,,1838.8950987041846
KELP,1800.0,"[2033.0, 2032.0, nan, nan]","[4.0, 23.0, nan, nan]","[2035.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2033.0,4.0,2035.0,-23.0,-23.0,27.0,50.0,2034.0,2033.46,-50.0,50.0,7.0,,,,,,,,,2033.3706585457544
RAINFOREST_RESIN,1800.0,"[10000.0, 9995.0, nan, nan]","[4.0, 23.0, nan, nan]","[10002.0, 10005.0, nan, nan]","[-10.0, -23.0, nan, nan]",10000.0,4.0,10002.0,-10.0,-33.0,27.0,60.0,10001.0,10000.333333333334,-50.0,50.0,22.0,,,,,,,,,10000.129502874923
SQUID_INK,1800.0,"[1843.0, 1841.0, nan, nan]","[4.0, 23.0, nan, nan]","[1845.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1843.0,4.0,1845.0,-23.0,-23.0,27.0,50.0,1844.0,1843.0,-50.0,50.0,-50.0,,,,,,,,,1839.1111461408066
KELP,1900.0,"[2032.0, nan, nan, nan]","[31.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-32.0, nan, nan, nan]",2032.0,31.0,2035.0,-32.0,-32.0,31.0,63.0,2033.5,2033.5238095238096,-50.0,50.0,7.0,,,,,,,,,2033.3783160946573
RAINFOREST_RESIN,1900.0,"[9996.0, 9995.0, nan, nan]","[2.0, 30.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -30.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-32.0,32.0,64.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,10000.123027731177
SQUID_INK,1900.0,"[1844.0, nan, nan, nan]","[32.0, nan, nan, nan]","[1845.0, 1847.0, 1848.0, nan]","[-1.0, -2.0, -30.0, nan]",1844.0,32.0,1845.0,-1.0,-33.0,32.0,65.0,1844.5,1845.9538461538461,-50.0,50.0,-50.0,,,,,,,,,1839.4532811414585
KELP,2000.0,"[2032.0, nan, nan, nan]","[23.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,23.0,2035.0,-23.0,-23.0,23.0,46.0,2033.5,2033.5,-50.0,50.0,7.0,,,,,,,,,2033.3783160946573
RAINFOREST_RESIN,2000.0,"[9996.0, 9995.0, nan, nan]","[2.0, 21.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-23.0,23.0,46.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,10000.13939136754
SQUID_INK,2000.0,"[1846.0, nan, nan, nan]","[23.0, nan, nan, nan]","[1849.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1846.0,23.0,1849.0,-23.0,-23.0,23.0,46.0,1847.5,1847.5,-50.0,50.0,-50.0,,,,,,,,,1840.0282811414586
KELP,2100.0,"[2032.0, 2031.0, nan, nan]","[2.0, 26.0, nan, nan]","[2034.0, 2035.0, nan, nan]","[-5.0, -28.0, nan, nan]",2032.0,2.0,2034.0,-5.0,-33.0,28.0,61.0,2033.0,2033.1147540983607,-50.0,50.0,7.0,,,,,,,,,2033.359585714469
RAINFOREST_RESIN,2100.0,"[9996.0, 9995.0, nan, nan]","[2.0, 26.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -26.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-28.0,28.0,56.0,10000.0,10000.0,-50.0,50.0,22.0,,,,,,,,,9999.974391367541
SQUID_INK,2100.0,"[1845.0, nan, nan, nan]","[28.0, nan, nan, nan]","[1847.0, 1848.0, 1849.0, nan]","[-5.0, -2.0, -26.0, nan]",1845.0,28.0,1847.0,-5.0,-33.0,28.0,61.0,1846.0,1846.967213114754,-50.0,50.0,-50.0,,,,,,,,,1840.5287694567705
KELP,2200.0,"[2032.0, nan, nan, nan]","[25.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-21.0, nan, nan, nan]",2032.0,25.0,2035.0,-21.0,-21.0,25.0,46.0,2033.5,2033.3695652173913,-50.0,50.0,7.0,,,,,,,,,2033.3530639753385
RAINFOREST_RESIN,2200.0,"[9996.0, 9995.0, nan, nan]","[1.0, 20.0, nan, nan]","[9998.0, 10004.0, 10005.0, nan]","[-4.0, -1.0, -20.0, nan]",9996.0,1.0,9998.0,-4.0,-25.0,21.0,46.0,9997.0,9999.826086956522,-50.0,50.0,22.0,,,,,,,,,9999.965695715366
SQUID_INK,2200.0,"[1846.0, nan, nan, nan]","[25.0, nan, nan, nan]","[1849.0, nan, nan, nan]","[-21.0, nan, nan, nan]",1846.0,25.0,1849.0,-21.0,-21.0,25.0,46.0,1847.5,1847.3695652173913,-50.0,50.0,-50.0,,,,,,,,,1841.2222477176401
KELP,2300.0,"[2032.0, 2031.0, nan, nan]","[7.0, 22.0, nan, nan]","[2035.0, nan, nan, nan]","[-24.0, nan, nan, nan]",2032.0,7.0,2035.0,-24.0,-24.0,29.0,53.0,2033.5,2032.9433962264152,-50.0,50.0,7.0,,,,,,,,,2033.324762088546
RAINFOREST_RESIN,2300.0,"[9996.0, 9995.0, nan, nan]","[2.0, 22.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -22.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-24.0,24.0,48.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,9999.965695715366
SQUID_INK,2300.0,"[1848.0, 1847.0, nan, nan]","[7.0, 22.0, nan, nan]","[1851.0, nan, nan, nan]","[-24.0, nan, nan, nan]",1848.0,7.0,1851.0,-24.0,-24.0,29.0,53.0,1849.5,1848.9433962264152,-50.0,50.0,-50.0,,,,,,,,,1841.893945830848
KELP,2400.0,"[2031.0, nan, nan, nan]","[22.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-22.0, nan, nan, nan]",2031.0,22.0,2035.0,-22.0,-22.0,22.0,44.0,2033.0,2033.0,-50.0,50.0,7.0,,,,,,,,,2033.299762088546
RAINFOREST_RESIN,2400.0,"[9996.0, 9995.0, nan, nan]","[2.0, 20.0, nan, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -20.0, nan, nan]",9996.0,2.0,10004.0,-2.0,-22.0,22.0,44.0,10000.0,10000.0,-50.0,50.0,26.0,,,,,,,,,9999.978195715365
SQUID_INK,2400.0,"[1846.0, nan, nan, nan]","[22.0, nan, nan, nan]","[1849.0, nan, nan, nan]","[-22.0, nan, nan, nan]",1846.0,22.0,1849.0,-22.0,-22.0,22.0,44.0,1847.5,1847.5,-50.0,50.0,-50.0,,,,,,,,,1842.5439458308476
KELP,2500.0,"[2032.0, 2031.0, nan, nan]","[2.0, 21.0, nan, nan]","[2035.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,2.0,2035.0,-23.0,-23.0,23.0,46.0,2033.5,2033.0434782608695,-50.0,50.0,7.0,,,,,,,,,2033.2754654133546
RAINFOREST_RESIN,2500.0,"[9998.0, 9996.0, 9995.0, nan]","[3.0, 2.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9998.0,3.0,10004.0,-2.0,-23.0,26.0,49.0,10001.0,9999.877551020409,-50.0,50.0,26.0,,,,,,,,,9999.986358980672
SQUID_INK,2500.0,"[1847.0, 1846.0, nan, nan]","[2.0, 21.0, nan, nan]","[1850.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1847.0,2.0,1850.0,-23.0,-23.0,23.0,46.0,1848.5,1848.0434782608695,-50.0,50.0,-50.0,,,,,,,,,1843.1696491556559
KELP,2600.0,"[2032.0, 2031.0, nan, nan]","[1.0, 29.0, nan, nan]","[2035.0, nan, nan, nan]","[-30.0, nan, nan, nan]",2032.0,1.0,2035.0,-30.0,-30.0,30.0,60.0,2033.5,2033.0166666666667,-50.0,50.0,7.0,,,,,,,,,2033.2532218236113
RAINFOREST_RESIN,2600.0,"[10002.0, 9996.0, 9995.0, nan]","[1.0, 1.0, 29.0, nan]","[10004.0, 10005.0, nan, nan]","[-1.0, -29.0, nan, nan]",10002.0,1.0,10004.0,-1.0,-30.0,31.0,61.0,10003.0,10000.032786885246,-50.0,50.0,26.0,,,,,,,,,9999.987998324934
SQUID_INK,2600.0,"[1849.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1852.0, nan, nan, nan]","[-30.0, nan, nan, nan]",1849.0,30.0,1852.0,-30.0,-30.0,30.0,60.0,1850.5,1850.5,-50.0,50.0,-50.0,,,,,,,,,1844.0177260787332
KELP,2700.0,"[2032.0, 2031.0, nan, nan]","[9.0, 21.0, nan, nan]","[2035.0, nan, nan, nan]","[-23.0, nan, nan, nan]",2032.0,9.0,2035.0,-23.0,-23.0,30.0,53.0,2033.5,2032.9056603773586,-50.0,50.0,7.0,,,,,,,,,2033.2218381758125
RAINFOREST_RESIN,2700.0,"[9998.0, 9996.0, 9995.0, nan]","[7.0, 2.0, 21.0, nan]","[10004.0, 10005.0, nan, nan]","[-2.0, -21.0, nan, nan]",9998.0,7.0,10004.0,-2.0,-23.0,30.0,53.0,10001.0,9999.735849056604,-50.0,50.0,25.0,,,,,,,,,9999.974790777764
SQUID_INK,2700.0,"[1848.0, nan, nan, nan]","[30.0, nan, nan, nan]","[1851.0, nan, nan, nan]","[-23.0, nan, nan, nan]",1848.0,30.0,1851.0,-23.0,-23.0,30.0,53.0,1849.5,1849.301886792453,-50.0,50.0,-50.0,,,,,,,,,1844.6817093072445
KELP,2800.0,"[2031.0, nan, nan, nan]","[27.0, nan, nan, nan]","[2035.0, nan, nan, nan]","[-27.0, nan, nan, nan]",2031.0,27.0,2035.0,-27.0,-27.0,27.0,54.0,2033.0,2033.0,-50.0,50.0,7.0,,,,,,,,,2033.1982532701518
RAINFOREST_RESIN,2800.0,"[9995.0, nan, nan, nan]","[27.0, nan, nan, nan]","[10005.0, nan, nan, nan]","[-27.0, nan, nan, nan]",9995.0,27.0,10005.0,-27.0,-27.0,27.0,54.0,10000.0,10000.0,-50.0,50.0,25.0,,,,,,,,,9999.974790777764
SQUID_INK,2800.0,"[1849.0, nan, nan, nan]","[27.0, nan, nan, nan]","[1852.0, nan, nan, nan]","[-27.0, nan, nan, nan]",1849.0,27.0,1852.0,-27.0,-27.0,27.0,54.0,1850.5,1850.5,-50.0,50.0,-50.0,,,,,,,,,1845.333124401584
